unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA,LightGBM,AutoNBEATS,AutoNHITS,TimeGPT
20_92,2012-09-07,2012-08-31,178042.73,159049.57,177797.45,187401.96862489582,190015.7373575441,177607.43786233274,193302.77,192119.94,170879.9
20_92,2012-09-14,2012-08-31,186759.11,159049.57,174558.24,181636.48300854454,186776.52735754408,171980.85510865288,190882.3,184939.39,166522.94
20_92,2012-09-21,2012-08-31,171529.39,159049.57,153460.19,158125.18026097742,165678.4773575441,150396.57283840285,169043.81,176455.55,182188.73
20_92,2012-09-28,2012-08-31,158539.12,159049.57,150256.26,161514.13216950567,162474.5473575441,144071.24924284624,174919.48,145755.7,172233.6
20_92,2012-10-05,2012-09-28,187027.05,158539.12,187148.37,199040.70526583603,198528.4688540937,186928.33121626754,186127.84,181804.6,156400.28
20_92,2012-10-12,2012-09-28,191136.1,158539.12,182995.14,192236.7064798047,194375.23885409368,185030.003474904,195570.2,196370.88,176977.66
20_92,2012-10-19,2012-09-28,171537.94,158539.12,168519.99,174278.6708054471,179900.08885409372,173825.5164670418,178162.2,170402.88,155944.4
20_92,2012-10-26,2012-09-28,160785.98,158539.12,159043.55,164226.88389798478,170423.6488540937,172503.78240095102,163566.62,151899.8,167227.64
20_95,2012-06-15,2012-06-08,166719.98,165947.49,156659.84,156720.35562262658,158959.41303804106,152530.89881299407,162081.48,155026.17,157552.4
20_95,2012-06-22,2012-06-08,159481.7,165947.49,143228.89,156720.35562262658,145528.46303804102,146601.64163341472,150634.5,150673.9,161255.33
20_95,2012-06-29,2012-06-08,158878.93,165947.49,153476.04,156720.35562262658,155775.61303804108,155420.6083057776,147883.1,154230.28,159226.12
20_95,2012-07-06,2012-06-08,185215.02,165947.49,163238.85,156720.35562262658,165538.42303804104,162384.5895827713,168756.88,175706.86,162804.5
20_95,2012-07-13,2012-07-06,175118.96,185215.02,165144.64,168476.60897698035,176857.24424492073,188699.59666364786,176928.88,177798.22,169171.36
20_95,2012-07-20,2012-07-06,154528.96,185215.02,159137.96,172266.766078455,170850.56424492068,182157.46450142257,166441.2,167905.86,159982.25
20_95,2012-07-27,2012-07-06,146492.15,185215.02,147584.99,175298.89175963475,159297.59424492062,174038.90805987958,171416.83,168120.02,160141.58
20_95,2012-08-03,2012-07-06,157301.71,185215.02,167356.08,177724.59230457852,179068.68424492062,188343.74153161142,176292.97,168802.84,164761.78
20_95,2012-08-10,2012-08-03,174529.94,157301.71,162233.26,159247.6034722607,162066.21721499012,156061.43016089662,168738.94,164363.7,162675.52
20_95,2012-08-17,2012-08-03,158188.87,157301.71,150600.59,159247.6034722607,150433.5472149901,145880.13894757128,157755.78,153938.44,152003.48
20_95,2012-08-24,2012-08-03,151040.06,157301.71,141664.52,159247.6034722607,141497.47721499018,142034.17388873064,161448.31,159130.84,157335.86
20_95,2012-08-31,2012-08-03,153289.15,157301.71,154018.64,159247.6034722607,153851.59721499012,158840.69855160287,147251.81,154403.03,165029.78
20_95,2012-09-07,2012-08-31,158419.86,153289.15,157060.82,157563.88232160427,161246.3441963913,161102.6784951457,166402.8,175176.1,156855.83
20_95,2012-09-14,2012-08-31,158569.31,153289.15,153382.54,157563.88232160427,157568.06419639132,153740.26597244674,167349.9,167010.11,150933.58
20_95,2012-09-21,2012-08-31,147852.54,153289.15,137080.9,157563.88232160427,141266.42419639125,133696.43904868598,158457.1,174874.56,145903.19
20_95,2012-09-28,2012-08-31,136009.73,153289.15,137190.69,157563.88232160427,141376.21419639132,133107.99783773135,162674.22,136249.95,146251.66
20_95,2012-10-05,2012-09-28,154324.26,136009.73,148157.0,150062.2246732465,152030.71550357816,143206.6004975461,144260.9,152799.38,140366.44
20_95,2012-10-12,2012-09-28,154962.77,136009.73,154192.98,150062.2246732465,158066.69550357826,144209.86823088353,156822.88,155795.39,142095.23
20_95,2012-10-19,2012-09-28,146373.83,136009.73,142458.53,150062.2246732465,146332.24550357813,131100.55564258754,142261.14,150244.4,139616.34
20_95,2012-10-26,2012-09-28,141644.44,136009.73,133484.29,150062.2246732465,137358.00550357817,128880.34452114567,138494.27,133347.25,148021.81
24_92,2012-06-15,2012-06-08,121220.37,141050.76,114783.81,116926.51499487685,115242.95728686002,136321.59948878616,126100.24,115866.555,125580.375
24_92,2012-06-22,2012-06-08,111110.79,141050.76,104578.55,108173.64838706436,111669.82031720484,140646.02938583356,119686.63,115139.24,130580.31
24_92,2012-06-29,2012-06-08,121032.31,141050.76,125238.89,130660.1227167782,127171.48792528488,149428.06397315356,102513.05,117987.48,121475.0
24_92,2012-07-06,2012-06-08,144750.97,141050.76,138687.64,139248.16834803717,144632.8143997255,157891.77971323446,137833.84,147246.58,120308.16
24_92,2012-07-13,2012-07-06,127325.76,144750.97,115146.59,117330.24941955614,119344.78920309944,135413.39822760818,129921.29,132571.11,128205.97
24_92,2012-07-20,2012-07-06,119197.53,144750.97,108950.6,112776.66084679322,113148.79920309945,137817.55778450926,117693.445,125119.63,128828.734
24_92,2012-07-27,2012-07-06,116273.29,144750.97,111423.68,114532.99574683544,115621.87920309944,140107.38148559656,133233.94,132741.9,120959.65
24_92,2012-08-03,2012-07-06,132483.29,144750.97,129313.4,134673.77628845896,133511.59920309944,156716.45160484285,136225.86,127633.54,124621.11
24_92,2012-08-10,2012-08-03,147557.68,132483.29,130071.33,131337.6715374314,134442.3494936709,129426.7076332765,139385.1,146986.47,123269.164
24_92,2012-08-17,2012-08-03,120974.69,132483.29,117698.15,119044.57148034968,122069.16949367088,124939.40950535357,124035.11,124552.23,121341.64
24_92,2012-08-24,2012-08-03,114312.22,132483.29,128637.75,125571.21201253145,133008.7694936709,139171.00938174006,128426.35,129860.31,126236.664
24_92,2012-08-31,2012-08-03,114999.79,132483.29,107542.08,118905.16166139282,111913.09949367089,132950.77832435432,113433.1,117978.734,127043.664
24_92,2012-09-07,2012-08-31,148160.88,114999.79,148125.22,149690.65552713242,152452.99842753605,149272.74677002252,137625.6,142791.9,130349.33
24_92,2012-09-14,2012-08-31,127620.98,114999.79,113548.16,120131.26696146435,117875.93842753606,129637.0695708741,127982.54,130429.984,118937.76
24_92,2012-09-21,2012-08-31,122230.72,114999.79,116314.19,115935.88363202826,120641.96842753605,135660.87051299395,123795.86,139247.02,128060.375
24_92,2012-09-28,2012-08-31,123594.9,114999.79,116140.3,118734.08139847957,120468.07842753605,134123.37271346094,116548.14,100086.05,121367.086
24_92,2012-10-05,2012-09-28,150026.37,123594.9,147637.35,149712.44256235714,152082.00770114944,152588.76721637585,137149.14,144734.62,112007.33
24_92,2012-10-12,2012-09-28,146764.4,123594.9,128260.15,128786.48369503218,132704.80770114943,141537.52093669397,146332.55,129968.09,115714.555
24_92,2012-10-19,2012-09-28,126124.97,123594.9,118740.86,121368.28995230353,123185.51770114942,147269.42176131424,125392.1,116879.54,119915.42
24_92,2012-10-26,2012-09-28,134136.75,123594.9,123905.76,122319.81290527516,128350.41770114942,141489.83147431593,118186.02,121150.04,117490.36
27_92,2012-06-15,2012-06-08,141662.09,149448.85,147264.06,141450.16996387538,141769.57116697406,154133.90297986165,146297.38,134492.31,148622.16
27_92,2012-06-22,2012-06-08,131999.23,149448.85,131139.8,141450.16996387538,128027.62111594774,146534.40185040384,136681.66,132957.84,146466.02
27_92,2012-06-29,2012-06-08,135143.25,149448.85,144377.71,141450.16996387538,141265.53111594776,151105.17422115672,122868.93,139314.98,140333.78
27_92,2012-07-06,2012-06-08,148345.56,149448.85,150767.01,141450.16996387538,147654.83111594777,153375.16152836083,142110.17,157381.03,150231.55
27_92,2012-07-13,2012-07-06,135398.64,148345.56,136149.72,140657.2054158562,133139.27267298652,132974.0606223756,140157.19,143195.83,132850.05
27_92,2012-07-20,2012-07-06,135117.73,148345.56,126227.14,140657.2054158562,123095.94653522948,127121.21568612684,133344.72,139586.5,132780.6
27_92,2012-07-27,2012-07-06,130499.53,148345.56,133964.08,140657.2054158562,130832.88653522947,128487.06616592752,134888.81,148696.98,132089.88
27_92,2012-08-03,2012-07-06,134395.13,148345.56,141913.26,140657.2054158562,138782.06653522945,136543.36279629098,138389.36,141072.22,135651.64
27_92,2012-08-10,2012-08-03,143905.06,134395.13,147814.84,137022.1735876558,145739.23075108606,140000.73597557592,139829.12,141918.45,137405.1
27_92,2012-08-17,2012-08-03,144627.75,134395.13,138755.26,137022.1735876558,135756.5647101805,126913.65079595595,129598.57,134123.66,135457.11
27_92,2012-08-24,2012-08-03,137088.36,134395.13,182446.24,137022.1735876558,179447.54471018046,161832.86475860915,127829.97,139126.66,144878.14
27_92,2012-08-31,2012-08-03,137220.53,134395.13,123234.87,137022.1735876558,120236.1747101805,116101.50371980568,131540.31,127147.555,142104.9
27_92,2012-09-07,2012-08-31,159620.82,137220.53,163926.04,138628.53432165476,159032.29532153794,170412.0308758492,148547.66,151479.83,147452.33
27_92,2012-09-14,2012-08-31,138774.34,137220.53,139963.06,138628.53432165476,136733.56100247768,162147.74107128818,146970.98,144516.55,143034.88
27_92,2012-09-21,2012-08-31,138999.64,137220.53,138232.2,138628.53432165476,135002.70100247764,171250.27534210647,143063.11,150525.9,141635.44
27_92,2012-09-28,2012-08-31,133645.67,137220.53,139742.15,138628.53432165476,136512.65100247765,173922.47786128416,140927.34,128898.484,142380.16
27_92,2012-10-05,2012-09-28,141883.37,133645.67,151824.14,139901.0062022203,149104.64633406894,147712.6089447384,148890.23,142572.86,147143.31
27_92,2012-10-12,2012-09-28,153916.28,133645.67,150560.39,139901.0062022203,147379.64579371046,143372.7745065279,142528.39,139807.98,141266.77
27_92,2012-10-19,2012-09-28,141544.19,133645.67,143556.43,139901.0062022203,140375.6857937104,144367.02486353868,135944.16,136175.62,135213.17
27_92,2012-10-26,2012-09-28,156059.63,133645.67,145362.99,139901.0062022203,142182.24579371038,138776.70383886364,132542.98,136370.52,141227.94
27_95,2012-06-15,2012-06-08,122029.05,121275.9,128470.7,120758.3789624067,121834.82619718311,123021.55055344914,125282.4,120986.94,123875.34
27_95,2012-06-22,2012-06-08,126743.97,121275.9,128044.23,120758.3789624067,121408.3561971831,128877.33951161985,125968.195,125815.48,125173.21
27_95,2012-06-29,2012-06-08,128662.2,121275.9,139416.56,120758.3789624067,132780.6861971831,130313.33445930958,127032.73,121601.99,131080.77
27_95,2012-07-06,2012-06-08,151757.43,121275.9,146112.56,120758.3789624067,139476.6861971831,138847.5130159474,131346.61,123572.67,130074.33
27_95,2012-07-13,2012-07-06,127637.88,151757.43,133154.51,134581.68903355981,126701.1974666667,135921.07649789756,126536.164,140469.39,131226.17
27_95,2012-07-20,2012-07-06,122184.65,151757.43,132468.94,134581.68903355981,126015.62746666666,136734.8606946511,134812.97,147795.44,128863.234
27_95,2012-07-27,2012-07-06,116328.79,151757.43,127636.84,134581.68903355981,121183.52746666667,132680.5347853585,131600.95,141779.12,124212.484
27_95,2012-08-03,2012-07-06,118072.23,151757.43,127726.67,134581.68903355981,121273.35746666665,146190.38573973876,136527.19,143554.56,127575.6
27_95,2012-08-10,2012-08-03,124757.74,118072.23,129059.15,122201.95490309154,122467.22784810126,119938.31690323586,120776.336,119019.24,122999.06
27_95,2012-08-17,2012-08-03,121102.05,118072.23,116561.94,122201.95490309154,109970.01784810128,107986.28323880777,114559.2,111430.06,117860.38
27_95,2012-08-24,2012-08-03,117147.29,118072.23,161572.75,122201.95490309154,154980.82784810127,142521.01095032925,118550.195,123907.02,125499.26
27_95,2012-08-31,2012-08-03,116213.69,118072.23,110474.05,122201.95490309154,103882.12784810127,94726.91812077159,115579.914,123348.64,123870.34
27_95,2012-09-07,2012-08-31,128227.78,116213.69,123163.71,119050.52538370465,115334.85787309034,136200.43192036657,123805.94,125815.016,123837.31
27_95,2012-09-14,2012-08-31,107557.38,116213.69,111234.65,119050.52538370465,104497.95972364472,133218.90190698835,112498.766,117204.234,119205.516
27_95,2012-09-21,2012-08-31,107084.92,116213.69,103895.73,119050.52538370465,97159.03972364473,143381.54520942917,121195.734,122479.586,116382.125
27_95,2012-09-28,2012-08-31,99336.62,116213.69,107585.34,119050.52538370465,100848.64972364472,144764.81814303354,107286.76,100514.9,114439.16
27_95,2012-10-05,2012-09-28,104679.37,99336.62,112209.96,108444.17304106837,105740.05540229885,108565.4939641495,103299.805,115307.016,115997.836
27_95,2012-10-12,2012-09-28,105135.68,99336.62,111124.81,108444.17304106837,104654.90540229884,104061.26255698683,106404.586,106289.33,108631.36
27_95,2012-10-19,2012-09-28,101088.31,99336.62,110706.48,108444.17304106837,104236.57540229885,105893.78414780251,102255.73,101021.72,107816.82
27_95,2012-10-26,2012-09-28,113812.81,99336.62,109738.87,108444.17304106837,103268.96540229885,99562.13615801395,100408.55,96902.805,108815.555
2_92,2012-06-15,2012-06-08,169931.76,181331.71,154415.51,162962.89097299834,167806.29779565192,182031.09346294164,181330.12,170353.2,171196.64
2_92,2012-06-22,2012-06-08,159611.89,181331.71,136015.49,144497.76629136264,149406.27779565196,153589.6311696965,166692.25,159791.4,158363.89
2_92,2012-06-29,2012-06-08,155974.44,181331.71,147909.33,157009.94713841364,161300.1177956519,169781.91001511738,151586.77,153834.1,178152.97
2_92,2012-07-06,2012-06-08,179105.49,181331.71,153339.39,161369.69043927747,166730.17779565198,174816.3889973312,174126.42,161719.05,174315.12
2_92,2012-07-13,2012-07-06,168345.97,179105.49,153783.12,161717.20881192098,169862.43654693326,177955.11725815656,178235.0,177890.23,169397.17
2_92,2012-07-20,2012-07-06,164392.53,179105.49,146359.81,150007.35980611012,162439.12654693332,169175.0948724446,169860.14,186721.34,167677.45
2_92,2012-07-27,2012-07-06,156687.73,179105.49,138802.82,144509.54157181486,154882.13654693335,163030.32655087044,163045.45,202370.64,168726.08
2_92,2012-08-03,2012-07-06,170120.39,179105.49,160468.74,167579.89815989896,176548.05654693328,180542.68642036745,165327.64,158215.28,175017.3
2_92,2012-08-10,2012-08-03,170283.67,170120.39,158082.14,164091.34736184735,173453.01927796652,165468.86119772843,177198.5,184154.78,161438.94
2_92,2012-08-17,2012-08-03,173002.07,170120.39,153827.25,157980.59554921376,169198.12927796648,162083.5430945112,168219.86,188805.78,157145.28
2_92,2012-08-24,2012-08-03,157874.84,170120.39,147186.84,150253.0897693726,162557.71927796653,156725.19528928777,159745.44,214625.31,160258.47
2_92,2012-08-31,2012-08-03,169994.15,170120.39,156168.3,164773.8359677413,171539.17927796644,166834.02604376554,152374.64,155656.22,162928.52
2_92,2012-09-07,2012-08-31,182189.34,169994.15,164687.59,169755.5778335988,179350.32196365742,181852.01374146456,175717.11,180228.53,179608.81
2_92,2012-09-14,2012-08-31,179419.94,169994.15,163843.05,167159.1945567049,178505.78196365735,182254.1571421473,176155.0,176916.73,167487.83
2_92,2012-09-21,2012-08-31,169646.36,169994.15,150256.66,150970.2098701201,164919.3919636574,171832.002754251,163599.89,190863.52,177025.11
2_92,2012-09-28,2012-08-31,159369.52,169994.15,148682.36,157720.79926352564,163345.09196365735,170862.10847571236,168105.42,155164.78,165824.95
2_92,2012-10-05,2012-09-28,192860.85,159369.52,176375.65,176153.11215454587,191402.60794547226,189191.44493517728,182882.75,172356.53,172403.78
2_92,2012-10-12,2012-09-28,192455.74,159369.52,164033.78,171106.81377916373,179060.73794547236,179302.22626784144,179553.84,174765.5,173573.7
2_92,2012-10-19,2012-09-28,175971.97,159369.52,163289.88,163409.5694633867,178316.83794547233,176101.94624981363,179463.66,169644.56,169033.31
2_92,2012-10-26,2012-09-28,169784.13,159369.52,158040.78,161297.89939825019,173067.73794547236,169973.4881892717,165989.72,154827.28,172577.9
2_95,2012-06-15,2012-06-08,162591.53,164570.41,160573.9,155240.03481010158,170976.8278146023,176053.06731910893,160374.6,156342.02,156714.6
2_95,2012-06-22,2012-06-08,152744.91,164570.41,143215.23,155240.03481010158,153618.15781460228,148046.65570196303,164949.03,150082.31,148256.8
2_95,2012-06-29,2012-06-08,157961.78,164570.41,149535.24,155240.03481010158,159938.16781460226,154483.5779810444,140067.25,148652.8,156356.9
2_95,2012-07-06,2012-06-08,168543.95,164570.41,150745.54,155240.03481010158,161148.46781460228,157600.60892814136,160573.33,166509.81,156606.36
2_95,2012-07-13,2012-07-06,146470.0,168543.95,145466.11,160635.21800851525,157367.82392037843,169184.04661777112,165376.75,165762.95,160421.98
2_95,2012-07-20,2012-07-06,148192.06,168543.95,142703.37,160635.21800851525,154605.08392037847,166332.849329349,158263.17,159802.42,157968.38
2_95,2012-07-27,2012-07-06,149195.96,168543.95,139795.89,160635.21800851525,151697.60392037837,166513.77664767305,154163.28,160952.97,158290.39
2_95,2012-08-03,2012-07-06,159757.29,168543.95,151286.82,160635.21800851525,163188.53392037848,178551.55835671397,161863.23,157589.73,159614.4
2_95,2012-08-10,2012-08-03,157227.55,159757.29,150502.78,154557.06333569792,158584.69453772303,154658.65650725036,156813.81,162337.31,152189.73
2_95,2012-08-17,2012-08-03,151758.6,159757.29,146619.44,154557.06333569792,154701.35453772303,150106.37429686205,156031.52,161102.33,149401.0
2_95,2012-08-24,2012-08-03,137902.5,159757.29,147167.55,154557.06333569792,155249.46453772302,150520.5952247967,171580.03,170245.36,147355.7
2_95,2012-08-31,2012-08-03,154732.04,159757.29,145434.71,154557.06333569792,153516.62453772302,152811.40904622292,145839.9,155171.34,151019.61
2_95,2012-09-07,2012-08-31,155701.57,154732.04,144040.98,150906.6277832788,148033.22493539445,164939.85945401373,154784.16,157778.33,156592.03
2_95,2012-09-14,2012-08-31,151208.59,154732.04,142322.71,150906.6277832788,146314.95493539437,162395.9426922693,149934.56,151234.73,145878.1
2_95,2012-09-21,2012-08-31,145469.62,154732.04,135033.36,150906.6277832788,139025.6049353943,158037.144517898,143705.67,156360.44,149473.2
2_95,2012-09-28,2012-08-31,144370.82,154732.04,135333.7,150906.6277832788,139325.94493539433,156063.51851777994,141166.4,142928.62,148629.23
2_95,2012-10-05,2012-09-28,152482.21,144370.82,148486.25,148235.84935719037,157179.86648671923,151892.79003428257,156849.11,149084.6,145585.06
2_95,2012-10-12,2012-09-28,145394.36,144370.82,141333.41,148235.84935719037,150027.02648671923,146917.48469755,148618.19,145412.16,142514.72
2_95,2012-10-19,2012-09-28,146283.06,144370.82,137866.17,148235.84935719037,146559.78648671918,142716.1623893603,142752.97,148596.7,143590.84
2_95,2012-10-26,2012-09-28,138018.99,144370.82,128987.1,148235.84935719037,137680.71648671923,139626.11451327286,141240.06,136171.72,147579.33
31_92,2012-06-15,2012-06-08,137693.68,133442.69,128438.24,133586.5946498219,140040.6545943228,138719.66096783607,137802.08,131055.875,131559.94
31_92,2012-06-22,2012-06-08,123099.67,133442.69,114611.47,119195.72193078193,119390.4057339265,124526.29313066485,130457.68,123965.8,134273.17
31_92,2012-06-29,2012-06-08,116909.04,133442.69,114808.21,122411.13641073223,121962.88089288621,123519.15955150669,114645.03,114400.78,136846.67
31_92,2012-07-06,2012-06-08,129715.22,133442.69,130319.56,135315.62872327547,136647.06960741995,137335.773014721,133643.8,120300.36,134524.5
31_92,2012-07-13,2012-07-06,134077.82,129715.22,134088.56,139417.05993988735,138513.66348661995,131678.7490176543,135079.77,136146.47,131234.77
31_92,2012-07-20,2012-07-06,128203.0,129715.22,122868.11,127973.65897441913,128346.16910615948,123298.56707075916,131519.61,137326.81,132359.25
31_92,2012-07-27,2012-07-06,116349.1,129715.22,114493.29,120268.40816829937,119775.15177862589,115693.12642267579,120203.29,138677.88,128449.17
31_92,2012-08-03,2012-07-06,124972.61,129715.22,126988.74,134860.39026387653,132307.15924659226,125497.6553456702,120713.8,116923.18,136858.36
31_92,2012-08-10,2012-08-03,137390.58,124972.61,136060.96,139389.1237219036,136974.24538999246,137152.26284020592,134155.22,134032.58,132868.12
31_92,2012-08-17,2012-08-03,134117.33,124972.61,133307.07,137244.08461229177,135922.12743956255,135371.55404251663,135008.72,139700.84,125797.414
31_92,2012-08-24,2012-08-03,122904.34,124972.61,120416.08,126348.12768093399,123031.13743956259,125468.36565036008,121828.266,143092.69,128982.41
31_92,2012-08-31,2012-08-03,120239.2,124972.61,119240.08,127276.83641513203,121855.13743956256,136208.30044793838,120263.98,114631.336,126696.086
31_92,2012-09-07,2012-08-31,134890.51,120239.2,134253.15,141001.94656670597,135276.37326721626,138425.51619516147,137180.06,131834.69,125742.97
31_92,2012-09-14,2012-08-31,132705.22,120239.2,134330.44,139643.90283596385,136276.5317485349,140542.68763339333,138384.56,136080.81,132189.1
31_92,2012-09-21,2012-08-31,135088.96,120239.2,127814.62,130364.30510004117,129760.71174853487,131520.62199247582,133404.67,128891.43,130483.13
31_92,2012-09-28,2012-08-31,121930.35,120239.2,118423.82,124373.20623402664,120369.91174853488,122063.15175394311,124800.91,114447.77,129435.47
31_92,2012-10-05,2012-09-28,137441.18,121930.35,140423.44,144423.9687656296,141495.72450555384,145778.8752278442,134724.6,126466.664,133355.89
31_92,2012-10-12,2012-09-28,149580.76,121930.35,138531.47,141427.08379807757,140794.81770667323,141901.0795535254,138017.4,135841.25,133379.64
31_92,2012-10-19,2012-09-28,141980.02,121930.35,130704.17,136298.74425189928,132967.51770667324,138955.77004238672,136577.1,128016.375,133012.02
31_92,2012-10-26,2012-09-28,124776.52,121930.35,123784.72,130686.54918473473,126048.06770667323,134070.28041219007,123512.17,120688.16,133438.6
41_92,2012-06-15,2012-06-08,119096.56,129710.57,102237.32,116605.11015564446,108283.60048294377,124148.62931890288,122408.414,114638.766,122159.65
41_92,2012-06-22,2012-06-08,113212.13,129710.57,102402.17,110216.83041150121,117143.38419948878,123393.37119306656,123355.36,113488.82,121320.46
41_92,2012-06-29,2012-06-08,114286.18,129710.57,107937.88,119133.11677235406,114550.07060544252,120329.06728349758,115497.734,112878.36,113790.45
41_92,2012-07-06,2012-06-08,124014.71,129710.57,113573.61,120153.607160672,126369.10155767159,124413.19364700357,123491.7,119832.22,121975.78
41_92,2012-07-13,2012-07-06,120009.88,124014.71,106890.41,114968.1881257158,117107.90345020808,116833.17111803456,116346.87,119444.01,122078.63
41_92,2012-07-20,2012-07-06,116051.97,124014.71,104984.18,115113.08900364395,115708.47351181139,114181.68553301772,113161.38,119773.81,119047.875
41_92,2012-07-27,2012-07-06,117836.74,124014.71,98999.45,109254.04890775625,108771.33808853419,112813.46961661593,117546.36,119488.54,116335.945
41_92,2012-08-03,2012-07-06,128724.44,124014.71,114779.49,127636.19592264513,125200.09443162514,128153.92287163003,120187.24,121270.055,120272.18
41_92,2012-08-10,2012-08-03,131511.03,128724.44,113990.03,123752.4810552548,127137.00042865289,127079.48488134307,130610.72,136323.44,124980.14
41_92,2012-08-17,2012-08-03,135835.21,128724.44,117489.04,130280.36283970159,126991.31115102347,124805.96521993488,119627.164,125021.08,126696.51
41_92,2012-08-24,2012-08-03,131715.15,128724.44,116548.34,124015.70637035398,127548.32681109643,126361.02256001397,123406.46,131044.9,124580.71
41_92,2012-08-31,2012-08-03,125172.64,128724.44,116588.44,129069.80396526573,126561.2496269983,127037.28181029148,118847.414,116416.42,130508.56
41_92,2012-09-07,2012-08-31,131134.62,125172.64,121848.21,132662.41538896746,131706.28545454887,132869.38913570944,139854.47,139103.44,129364.086
41_92,2012-09-14,2012-08-31,127597.71,125172.64,113450.37,123696.75132313835,123308.19886744225,130892.25583934167,137333.42,139506.6,123984.77
41_92,2012-09-21,2012-08-31,122478.71,125172.64,109822.69,121243.12892076725,120875.73469027635,130070.91104265048,146259.06,152945.7,123555.27
41_92,2012-09-28,2012-08-31,128422.98,125172.64,109491.0,122181.55028582312,119730.59061242605,122832.79093806414,113007.6,111462.3,119730.03
41_92,2012-10-05,2012-09-28,142134.06,128422.98,127610.29,137960.6853869966,139078.42541331673,141450.64687215502,135452.97,130047.33,126046.46
41_92,2012-10-12,2012-09-28,145984.9,128422.98,128878.7,136095.24066433418,141860.29179510107,139496.5660913558,132578.06,132263.33,125493.34
41_92,2012-10-19,2012-09-28,132903.53,128422.98,116378.08,130382.41596733069,125609.04261307226,132374.61145651728,129346.6,128107.89,120485.37
41_92,2012-10-26,2012-09-28,131128.24,128422.98,124829.83,133457.14837063715,136620.02303696616,140873.77220882912,130283.46,125799.234,126634.86
4_92,2012-06-15,2012-06-08,175591.63,175156.23,158924.04,173691.46902085157,175492.5794164573,176934.93054655535,181013.6,170655.02,167971.52
4_92,2012-06-22,2012-06-08,165010.65,175156.23,145197.92,154540.63974496393,163926.5668988725,166536.35637471185,169355.33,159139.36,176945.25
4_92,2012-06-29,2012-06-08,158698.61,175156.23,144234.59,160560.6351327595,162088.20008163666,169329.95755750692,152294.12,150608.14,169423.75
4_92,2012-07-06,2012-06-08,174602.62,175156.23,157806.34,171272.5830569356,176014.4182910898,176399.7450080709,175147.16,159750.3,158761.19
4_92,2012-07-13,2012-07-06,170507.73,174602.62,160569.91,177294.519875731,177646.7033256064,173752.7015112103,177679.89,176375.48,164214.25
4_92,2012-07-20,2012-07-06,171958.27,174602.62,155135.14,168945.19338497004,172098.53130453854,167533.12746217367,172415.08,187328.73,163664.55
4_92,2012-07-27,2012-07-06,156710.91,174602.62,143204.67,156874.592170729,160213.9058944684,155525.14197982408,162802.55,193769.16,169182.73
4_92,2012-08-03,2012-07-06,166267.55,174602.62,161865.01,174672.58003045546,178855.71248204724,172835.06045866723,169351.72,159175.7,169404.2
4_92,2012-08-10,2012-08-03,172350.05,166267.55,159670.68,178542.36361906116,174377.4342998009,165144.98886570023,171940.77,173818.86,168623.69
4_92,2012-08-17,2012-08-03,173825.85,166267.55,171553.94,181471.18859515697,181995.86014869975,167319.87410190512,178950.11,188451.72,161075.16
4_92,2012-08-24,2012-08-03,168317.08,166267.55,152595.4,162587.2275817008,164802.5018313779,156810.40620468237,163355.94,197061.78,173537.66
4_92,2012-08-31,2012-08-03,158089.61,166267.55,152433.05,168629.44309604797,163909.5568627416,167812.14182092823,162622.83,153966.69,170959.22
4_92,2012-09-07,2012-08-31,177978.85,158089.61,168013.66,180908.87961003967,179072.7772157833,179838.6883632274,177757.84,169098.6,174897.23
4_92,2012-09-14,2012-08-31,180938.15,158089.61,168867.79,185408.01670414518,177509.469346387,176096.19886746717,175484.12,174647.53,171707.44
4_92,2012-09-21,2012-08-31,176024.88,158089.61,163451.54,175031.80948309,173174.93039894532,182880.332252768,176115.36,177078.72,168708.56
4_92,2012-09-28,2012-08-31,163451.36,158089.61,146263.17,164913.22645541982,155502.53604570767,164166.13515664075,162367.84,151218.12,164494.72
4_92,2012-10-05,2012-09-28,186274.98,163451.36,178151.02,187591.0675537324,189468.91390326343,195491.24040617683,182242.52,172877.58,175161.12
4_92,2012-10-12,2012-09-28,179526.95,163451.36,166415.23,179374.19403194077,180323.3469173929,190571.35493617432,182826.47,176443.72,174523.2
4_92,2012-10-19,2012-09-28,177406.75,163451.36,171337.35,183644.95614219608,184102.55092944883,196822.06065958217,187047.75,170980.08,177284.38
4_92,2012-10-26,2012-09-28,164891.82,163451.36,159591.49,170177.06251766416,172860.9938208881,188294.0170298861,176831.83,160944.03,177330.33
4_95,2012-06-15,2012-06-08,178542.28,175664.14,177156.22,169402.37770389058,190775.08797351696,186000.8316712646,175384.34,169388.23,169237.28
4_95,2012-06-22,2012-06-08,170131.9,175664.14,164350.28,169402.37770389058,176713.56774607452,175479.439200303,191003.86,170319.19,172099.47
4_95,2012-06-29,2012-06-08,169858.42,175664.14,165692.38,169402.37770389058,178579.67882687994,178742.58804496887,148725.7,166185.1,167535.08
4_95,2012-07-06,2012-06-08,175792.76,175664.14,168999.59,169402.37770389058,182312.1522048791,177072.60208383668,167645.19,180920.44,165989.34
4_95,2012-07-13,2012-07-06,165123.0,175792.76,164206.58,172914.63743112856,172139.54481538705,175238.483531034,169098.58,177732.78,166796.81
